original_path,original_size_bytes,avif_size_bytes,avif_compression_ratio
oc-content/uploads/49896/49896.png,302135,8920,33.87
oc-content/uploads/16792/16792_original.png,314603,12379,25.41
oc-content/uploads/16792/16792_preview.png,235671,9334,25.25
oc-content/uploads/16792/16792_thumbnail.png,79514,3905,20.36
oc-content/uploads/16792/16792.png,399991,12778,31.3
oc-content/uploads/51055/51055_preview.png,249579,10761,23.19
oc-content/uploads/51055/51055_thumbnail.png,83409,4382,19.03
oc-content/uploads/51055/51055_original.png,362010,16715,21.66
oc-content/uploads/51055/51055.png,428005,16325,26.22
oc-content/uploads/35510/35510.png,163851,4475,36.61
oc-content/uploads/35510/35510_thumbnail.png,40850,1769,23.09
oc-content/uploads/35510/35510_original.png,69605,2632,26.45
oc-content/uploads/35510/35510_preview.png,102539,3062,33.49
oc-content/uploads/6217/6217_original.png,240868,6198,38.86
oc-content/uploads/6217/6217_thumbnail.png,75179,2662,28.24
oc-content/uploads/6217/6217.png,342885,7060,48.57
oc-content/uploads/6217/6217_preview.png,209379,5101,41.05
oc-content/uploads/73305/73305_original.png,179761,5125,35.08
oc-content/uploads/73305/73305_thumbnail.png,69750,2643,26.39
oc-content/uploads/73305/73305.png,300781,6645,45.26
oc-content/uploads/73305/73305_preview.png,188587,4954,38.07
oc-content/uploads/47130/47130_preview.png,262740,9913,26.5
oc-content/uploads/47130/47130.png,431222,14878,28.98
oc-content/uploads/47130/47130_original.png,254794,11975,21.28
oc-content/uploads/47130/47130_thumbnail.png,89632,4060,22.08
oc-content/uploads/50187/50187.png,242180,5474,44.24
oc-content/uploads/50187/50187_original.png,135367,3994,33.89
oc-content/uploads/50187/50187_thumbnail.png,63087,2192,28.78
oc-content/uploads/50187/50187_preview.png,154390,3946,39.13
oc-content/uploads/17640/17640_thumbnail.png,57668,2590,22.27
oc-content/uploads/17640/17640.png,260329,7935,32.81
oc-content/uploads/17640/17640_preview.png,161782,5500,29.41
oc-content/uploads/17640/17640_original.png,140076,6125,22.87
oc-content/uploads/48944/48944.png,354228,11177,31.69
oc-content/uploads/48944/48944_thumbnail.png,76842,3814,20.15
oc-content/uploads/48944/48944_original.png,295815,11213,26.38
oc-content/uploads/48944/48944_preview.png,213620,8127,26.29
oc-content/uploads/23475/23475_thumbnail.png,84287,3261,25.85
oc-content/uploads/23475/23475_original.png,217332,9382,23.16
oc-content/uploads/23475/23475.png,388637,12128,32.04
oc-content/uploads/23475/23475_preview.png,237812,8547,27.82
oc-content/uploads/29973/29973_preview.png,209484,6451,32.47
oc-content/uploads/29973/29973.png,342084,8681,39.41
oc-content/uploads/29973/29973_thumbnail.png,77352,3471,22.29
oc-content/uploads/29973/29973_original.png,174873,6028,29.01
oc-content/uploads/42442/42442_preview.png,214061,6982,30.66
oc-content/uploads/42442/42442_thumbnail.png,76698,3507,21.87
oc-content/uploads/42442/42442_original.png,303263,9356,32.41
oc-content/uploads/42442/42442.png,358025,9546,37.51
oc-content/uploads/51869/51869_preview.png,213522,9697,22.02
oc-content/uploads/51869/51869_original.png,310785,14456,21.5
oc-content/uploads/51869/51869_thumbnail.png,73397,4202,17.47
oc-content/uploads/51869/51869.png,366957,14170,25.9
oc-content/uploads/76677/76677.png,202657,5214,38.87
oc-content/uploads/76677/76677_preview.png,126431,3465,36.49
oc-content/uploads/76677/76677_thumbnail.png,47757,1637,29.17
oc-content/uploads/76677/76677_original.png,165501,5117,32.34
oc-content/uploads/3765/3765_thumbnail.png,88358,4855,18.2
oc-content/uploads/3765/3765_original.png,362376,19748,18.35
oc-content/uploads/3765/3765.png,459747,20596,22.32
oc-content/uploads/3765/3765_preview.png,269633,13381,20.15
oc-content/uploads/26107/26107.png,454446,16210,28.03
oc-content/uploads/26107/26107_thumbnail.png,97530,5495,17.75
oc-content/uploads/26107/26107_original.png,236137,11707,20.17
oc-content/uploads/26107/26107_preview.png,275795,11705,23.56
oc-content/uploads/12332/12332_preview.png,248547,13164,18.88
oc-content/uploads/12332/12332_thumbnail.png,81225,4566,17.79
oc-content/uploads/12332/12332.png,440849,22980,19.18
oc-content/uploads/12332/12332_original.png,374281,23214,16.12
oc-content/uploads/18608/18608_thumbnail.png,103289,6600,15.65
oc-content/uploads/18608/18608.png,611421,37957,16.11
oc-content/uploads/18608/18608_original.png,516333,38690,13.35
oc-content/uploads/18608/18608_preview.png,342596,22864,14.98
oc-content/uploads/54527/54527_preview.png,260419,8830,29.49
oc-content/uploads/54527/54527.png,432051,12621,34.23
oc-content/uploads/54527/54527_thumbnail.png,86600,3914,22.13
oc-content/uploads/54527/54527_original.png,253837,9828,25.83
oc-content/uploads/60712/60712_thumbnail.png,59013,1739,33.94
oc-content/uploads/60712/60712_preview.png,157181,3087,50.92
oc-content/uploads/60712/60712_original.png,132168,3382,39.08
oc-content/uploads/60712/60712.png,248293,4205,59.05
oc-content/uploads/30062/30062.png,551180,25332,21.76
oc-content/uploads/30062/30062_thumbnail.png,98112,5476,17.92
oc-content/uploads/30062/30062_original.png,478003,25711,18.59
oc-content/uploads/30062/30062_preview.png,313527,16251,19.29
oc-content/uploads/43590/43590.png,481236,20251,23.76
oc-content/uploads/43590/43590_thumbnail.png,96067,5897,16.29
oc-content/uploads/43590/43590_original.png,271615,15758,17.24
oc-content/uploads/43590/43590_preview.png,286548,14655,19.55
oc-content/uploads/48178/48178_original.png,286611,12458,23.01
oc-content/uploads/48178/48178.png,351636,12292,28.61
oc-content/uploads/48178/48178_preview.png,207456,7952,26.09
oc-content/uploads/48178/48178_thumbnail.png,69689,3337,20.88
oc-content/uploads/40315/40315_original.png,287137,12795,22.44
oc-content/uploads/40315/40315.png,339334,12817,26.48
oc-content/uploads/40315/40315_preview.png,201540,8722,23.11
oc-content/uploads/40315/40315_thumbnail.png,68196,3709,18.39
oc-content/uploads/74120/74120_original.png,298316,9925,30.06
oc-content/uploads/74120/74120_preview.png,219777,7045,31.2
oc-content/uploads/74120/74120_thumbnail.png,80188,3531,22.71
oc-content/uploads/74120/74120.png,363808,9848,36.94
oc-content/uploads/1032/1032.png,388563,8470,45.88
oc-content/uploads/1032/1032_thumbnail.png,78760,2239,35.18
oc-content/uploads/1032/1032_original.png,269985,7320,36.88
oc-content/uploads/1032/1032_preview.png,232571,5606,41.49
oc-content/uploads/24650/24650_thumbnail.png,46438,2056,22.59
oc-content/uploads/24650/24650_original.png,130417,3715,35.11
oc-content/uploads/24650/24650.png,187174,4502,41.58
oc-content/uploads/24650/24650_preview.png,116703,3363,34.7
oc-content/uploads/63197/63197_preview.png,268007,10131,26.45
oc-content/uploads/63197/63197.png,448175,14187,31.59
oc-content/uploads/63197/63197_thumbnail.png,91634,4797,19.1
oc-content/uploads/63197/63197_original.png,247106,10954,22.56
oc-content/uploads/10465/10465_original.png,246087,8835,27.85
oc-content/uploads/10465/10465.png,300555,8776,34.25
oc-content/uploads/10465/10465_preview.png,183484,6347,28.91
oc-content/uploads/10465/10465_thumbnail.png,67311,3160,21.3
oc-content/uploads/56270/56270_original.png,250185,10586,23.63
oc-content/uploads/56270/56270_thumbnail.png,62027,2224,27.89
oc-content/uploads/56270/56270_preview.png,181075,6323,28.64
oc-content/uploads/56270/56270.png,305819,10368,29.5
oc-content/uploads/62045/62045_original.png,133226,3355,39.71
oc-content/uploads/62045/62045.png,232667,4785,48.62
oc-content/uploads/62045/62045_thumbnail.png,55349,1835,30.16
oc-content/uploads/62045/62045_preview.png,144597,3334,43.37
oc-content/uploads/25782/25782_preview.png,294643,13828,21.31
oc-content/uploads/25782/25782.png,529801,27323,19.39
oc-content/uploads/25782/25782_original.png,452296,28138,16.07
oc-content/uploads/25782/25782_thumbnail.png,88858,3252,27.32
oc-content/uploads/32735/32735_original.png,221995,11647,19.06
oc-content/uploads/32735/32735.png,268389,11867,22.62
oc-content/uploads/32735/32735_preview.png,160056,8018,19.96
oc-content/uploads/32735/32735_thumbnail.png,56931,3229,17.63
oc-content/uploads/67537/67537_thumbnail.png,67949,2394,28.38
oc-content/uploads/67537/67537_original.png,154292,4546,33.94
oc-content/uploads/67537/67537_preview.png,180948,4645,38.96
oc-content/uploads/67537/67537.png,288467,6332,45.56
oc-content/uploads/53702/53702_thumbnail.png,68963,2739,25.18
oc-content/uploads/53702/53702_preview.png,186779,5592,33.4
oc-content/uploads/53702/53702.png,301803,8023,37.62
oc-content/uploads/53702/53702_original.png,169382,6034,28.07
oc-content/uploads/82499/82499.png,746848,64830,11.52
oc-content/uploads/82499/82499_preview.png,406000,36775,11.04
oc-content/uploads/82499/82499_original.png,660880,61824,10.69
oc-content/uploads/82499/82499_thumbnail.png,119665,10106,11.84
oc-content/uploads/5492/5492.png,430411,18404,23.39
oc-content/uploads/5492/5492_preview.png,259158,12809,20.23
oc-content/uploads/5492/5492_original.png,246980,15108,16.35
oc-content/uploads/5492/5492_thumbnail.png,88021,4665,18.87
oc-content/uploads/70580/70580_preview.png,289197,13611,21.25
oc-content/uploads/70580/70580_thumbnail.png,93716,4876,19.22
oc-content/uploads/70580/70580.png,506227,22560,22.44
oc-content/uploads/70580/70580_original.png,435095,22700,19.17
oc-content/uploads/37247/37247_original.png,230265,16631,13.85
oc-content/uploads/37247/37247.png,418636,21184,19.76
oc-content/uploads/37247/37247_preview.png,254269,15064,16.88
oc-content/uploads/37247/37247_thumbnail.png,87497,5146,17.0
oc-content/uploads/4540/4540_thumbnail.png,71440,3330,21.45
oc-content/uploads/4540/4540.png,318959,9406,33.91
oc-content/uploads/4540/4540_preview.png,195560,6700,29.19
oc-content/uploads/4540/4540_original.png,179737,6962,25.82
oc-content/uploads/36395/36395_thumbnail.png,98798,5765,17.14
oc-content/uploads/36395/36395.png,532152,21548,24.7
oc-content/uploads/36395/36395_preview.png,303582,14078,21.56
oc-content/uploads/36395/36395_original.png,452552,21803,20.76
oc-content/uploads/71452/71452_original.png,378268,23254,16.27
oc-content/uploads/71452/71452.png,444535,22326,19.91
oc-content/uploads/71452/71452_thumbnail.png,79793,4439,17.98
oc-content/uploads/71452/71452_preview.png,251123,13383,18.76
oc-content/uploads/45667/45667_preview.png,153300,5669,27.04
oc-content/uploads/45667/45667_original.png,97305,4681,20.79
oc-content/uploads/45667/45667_thumbnail.png,62088,2406,25.81
oc-content/uploads/45667/45667.png,244239,7908,30.89
oc-content/uploads/62879/62879_thumbnail.png,68443,2484,27.55
oc-content/uploads/62879/62879.png,312856,8262,37.87
oc-content/uploads/62879/62879_original.png,177662,5998,29.62
oc-content/uploads/62879/62879_preview.png,191903,5550,34.58
oc-content/uploads/59238/59238_thumbnail.png,70830,3507,20.2
oc-content/uploads/59238/59238_original.png,210419,8914,23.61
oc-content/uploads/59238/59238.png,336541,10396,32.37
oc-content/uploads/59238/59238_preview.png,204297,7533,27.12
oc-content/uploads/15117/15117_original.png,521650,31661,16.48
oc-content/uploads/15117/15117_preview.png,340656,19874,17.14
oc-content/uploads/15117/15117_thumbnail.png,105079,6860,15.32
oc-content/uploads/15117/15117.png,600960,31619,19.01
oc-content/uploads/21322/21322_thumbnail.png,81804,4885,16.75
oc-content/uploads/21322/21322.png,423064,21739,19.46
oc-content/uploads/21322/21322_original.png,286603,18916,15.15
oc-content/uploads/21322/21322_preview.png,254074,15199,16.72
oc-content/uploads/24462/24462.png,573780,29322,19.57
oc-content/uploads/24462/24462_thumbnail.png,101974,7426,13.73
oc-content/uploads/24462/24462_original.png,505277,28818,17.53
oc-content/uploads/24462/24462_preview.png,323239,18935,17.07
oc-content/uploads/10657/10657_thumbnail.png,63358,2269,27.92
oc-content/uploads/10657/10657_original.png,139269,4607,30.23
oc-content/uploads/10657/10657_preview.png,168640,4568,36.92
oc-content/uploads/10657/10657.png,272194,6157,44.21
oc-content/uploads/37849/37849.png,524855,26452,19.84
oc-content/uploads/37849/37849_preview.png,296461,15463,19.17
oc-content/uploads/37849/37849_thumbnail.png,94777,5276,17.96
oc-content/uploads/37849/37849_original.png,446656,27700,16.12
oc-content/uploads/57190/57190_preview.png,195824,7525,26.02
oc-content/uploads/57190/57190.png,319858,10662,30.0
oc-content/uploads/57190/57190_thumbnail.png,70902,3618,19.6
oc-content/uploads/57190/57190_original.png,178090,7962,22.37
oc-content/uploads/40127/40127_original.png,165163,6776,24.37
oc-content/uploads/40127/40127_thumbnail.png,48547,2359,20.58
oc-content/uploads/40127/40127_preview.png,141820,5244,27.04
oc-content/uploads/40127/40127.png,235907,7529,31.33
oc-content/uploads/74312/74312_preview.png,275260,9948,27.67
oc-content/uploads/74312/74312.png,460412,13974,32.95
oc-content/uploads/74312/74312_original.png,309144,12418,24.89
oc-content/uploads/74312/74312_thumbnail.png,93715,4492,20.86
oc-content/uploads/1200/1200_thumbnail.png,110080,7254,15.18
oc-content/uploads/1200/1200_preview.png,337777,18111,18.65
oc-content/uploads/1200/1200.png,578204,26016,22.22
oc-content/uploads/1200/1200_original.png,354110,21006,16.86
oc-content/uploads/59836/59836_preview.png,212717,6983,30.46
oc-content/uploads/59836/59836_thumbnail.png,71031,2785,25.5
oc-content/uploads/59836/59836_original.png,308160,11217,27.47
oc-content/uploads/59836/59836.png,363232,10765,33.74
oc-content/uploads/32507/32507_original.png,305660,8910,34.31
oc-content/uploads/32507/32507_preview.png,225545,6510,34.65
oc-content/uploads/32507/32507.png,377404,9130,41.34
oc-content/uploads/32507/32507_thumbnail.png,79721,3144,25.36
oc-content/uploads/56042/56042_original.png,168938,5047,33.47
oc-content/uploads/56042/56042.png,287095,6749,42.54
oc-content/uploads/56042/56042_thumbnail.png,65222,2695,24.2
oc-content/uploads/56042/56042_preview.png,176175,4998,35.25
oc-content/uploads/11785/11785.png,316544,8964,35.31
oc-content/uploads/11785/11785_preview.png,193591,6558,29.52
oc-content/uploads/11785/11785_original.png,250431,8671,28.88
oc-content/uploads/11785/11785_thumbnail.png,69753,3319,21.02
oc-content/uploads/62277/62277_preview.png,205742,7673,26.81
oc-content/uploads/62277/62277_thumbnail.png,70770,2979,23.76
oc-content/uploads/62277/62277_original.png,283006,12071,23.45
oc-content/uploads/62277/62277.png,349191,11602,30.1
oc-content/uploads/44587/44587_thumbnail.png,71779,3456,20.77
oc-content/uploads/44587/44587_preview.png,201473,7874,25.59
oc-content/uploads/44587/44587.png,333040,11721,28.41
oc-content/uploads/44587/44587_original.png,189818,9580,19.81
oc-content/uploads/37075/37075_original.png,210326,7257,28.98
oc-content/uploads/37075/37075_preview.png,220386,6893,31.97
oc-content/uploads/37075/37075.png,363280,9649,37.65
oc-content/uploads/37075/37075_thumbnail.png,79774,3308,24.12
oc-content/uploads/67705/67705_thumbnail.png,49049,2404,20.4
oc-content/uploads/67705/67705_original.png,106256,4615,23.02
oc-content/uploads/67705/67705.png,197510,6700,29.48
oc-content/uploads/67705/67705_preview.png,124721,4529,27.54
oc-content/uploads/38801/38801.png,390198,11793,33.09
oc-content/uploads/38801/38801_original.png,213691,9313,22.95
oc-content/uploads/38801/38801_thumbnail.png,83565,4209,19.85
oc-content/uploads/38801/38801_preview.png,236211,8575,27.55
oc-content/uploads/53530/53530_original.png,522234,31586,16.53
oc-content/uploads/53530/53530_thumbnail.png,101380,5816,17.43
oc-content/uploads/53530/53530_preview.png,331964,18563,17.88
oc-content/uploads/53530/53530.png,596796,31265,19.09
oc-content/uploads/15325/15325_original.png,263960,20910,12.62
oc-content/uploads/15325/15325.png,456497,26817,17.02
oc-content/uploads/15325/15325_thumbnail.png,90964,6450,14.1
oc-content/uploads/15325/15325_preview.png,269779,18335,14.71
oc-content/uploads/21110/21110_original.png,372755,20613,18.08
oc-content/uploads/21110/21110_preview.png,249666,10298,24.24
oc-content/uploads/21110/21110_thumbnail.png,81337,3793,21.44
oc-content/uploads/21110/21110.png,438551,19066,23.0
oc-content/uploads/4772/4772_preview.png,266474,10561,25.23
oc-content/uploads/4772/4772.png,441123,15055,29.3
oc-content/uploads/4772/4772_thumbnail.png,92571,4795,19.31
oc-content/uploads/4772/4772_original.png,208851,10072,20.74
oc-content/uploads/71660/71660_original.png,133634,3009,44.41
oc-content/uploads/71660/71660_preview.png,152236,2941,51.76
oc-content/uploads/71660/71660.png,240768,4114,58.52
oc-content/uploads/71660/71660_thumbnail.png,58141,1666,34.9
oc-content/uploads/45455/45455_original.png,166986,5968,27.98
oc-content/uploads/45455/45455.png,297281,7979,37.26
oc-content/uploads/45455/45455_preview.png,180795,5785,31.25
oc-content/uploads/45455/45455_thumbnail.png,65657,2654,24.74
oc-content/uploads/83779/83779_original.png,254583,11806,21.56
oc-content/uploads/83779/83779.png,359611,13077,27.5
oc-content/uploads/83779/83779_thumbnail.png,70538,3442,20.49
oc-content/uploads/83779/83779_preview.png,212361,8390,25.31
oc-content/uploads/35722/35722_preview.png,217054,7105,30.55
oc-content/uploads/35722/35722.png,352317,9509,37.05
oc-content/uploads/35722/35722_thumbnail.png,79943,3718,21.5
oc-content/uploads/35722/35722_original.png,193390,7305,26.47
oc-content/uploads/22795/22795_original.png,170185,5428,31.35
oc-content/uploads/22795/22795_thumbnail.png,81171,2292,35.41
oc-content/uploads/22795/22795.png,364820,8988,40.59
oc-content/uploads/22795/22795_preview.png,224280,5836,38.43
oc-content/uploads/65052/65052_preview.png,235627,8436,27.93
oc-content/uploads/65052/65052_thumbnail.png,85472,4601,18.58
oc-content/uploads/65052/65052_original.png,218196,8761,24.91
oc-content/uploads/65052/65052.png,387073,11217,34.51
oc-content/uploads/51267/51267_thumbnail.png,120815,10218,11.82
oc-content/uploads/51267/51267.png,728945,50763,14.36
oc-content/uploads/51267/51267_preview.png,403582,31414,12.85
oc-content/uploads/51267/51267_original.png,649932,49872,13.03
oc-content/uploads/8983/8983_preview.png,240202,8340,28.8
oc-content/uploads/8983/8983.png,409952,12291,33.35
oc-content/uploads/8983/8983_thumbnail.png,83341,4063,20.51
oc-content/uploads/8983/8983_original.png,347639,12638,27.51
oc-content/uploads/17472/17472_thumbnail.png,76980,2278,33.79
oc-content/uploads/17472/17472.png,364202,9043,40.27
oc-content/uploads/17472/17472_original.png,278905,8350,33.4
oc-content/uploads/17472/17472_preview.png,221425,6107,36.26
oc-content/uploads/9851/9851_original.png,156029,10621,14.69
oc-content/uploads/9851/9851_thumbnail.png,88156,4983,17.69
oc-content/uploads/9851/9851.png,387182,17046,22.71
oc-content/uploads/9851/9851_preview.png,237862,12306,19.33
oc-content/uploads/64180/64180.png,194645,5719,34.03
oc-content/uploads/64180/64180_original.png,123041,4051,30.37
oc-content/uploads/64180/64180_thumbnail.png,41163,1571,26.2
oc-content/uploads/64180/64180_preview.png,122835,3881,31.65
oc-content/uploads/23647/23647_preview.png,193639,5429,35.67
oc-content/uploads/23647/23647.png,317867,8219,38.67
oc-content/uploads/23647/23647_thumbnail.png,67391,2473,27.25
oc-content/uploads/23647/23647_original.png,170462,5958,28.61
oc-content/uploads/6025/6025_preview.png,313218,17561,17.84
oc-content/uploads/6025/6025_original.png,454467,26898,16.9
oc-content/uploads/6025/6025_thumbnail.png,102809,6350,16.19
oc-content/uploads/6025/6025.png,536111,26648,20.12
oc-content/uploads/73137/73137.png,333429,9545,34.93
oc-content/uploads/73137/73137_preview.png,204314,6523,31.32
oc-content/uploads/73137/73137_thumbnail.png,73024,2869,25.45
oc-content/uploads/73137/73137_original.png,190223,7157,26.58
oc-content/uploads/47302/47302_preview.png,258669,9508,27.21
oc-content/uploads/47302/47302_original.png,371837,12885,28.86
oc-content/uploads/47302/47302.png,437778,13310,32.89
oc-content/uploads/47302/47302_thumbnail.png,89002,4738,18.78
oc-content/uploads/26335/26335_thumbnail.png,62445,2321,26.9
oc-content/uploads/26335/26335_preview.png,166845,4266,39.11
oc-content/uploads/26335/26335.png,267092,5646,47.31
oc-content/uploads/26335/26335_original.png,151197,4225,35.79
oc-content/uploads/12100/12100.png,482803,24297,19.87
oc-content/uploads/12100/12100_thumbnail.png,84908,3924,21.64
oc-content/uploads/12100/12100_preview.png,268825,13427,20.02
oc-content/uploads/12100/12100_original.png,422524,24367,17.34
oc-content/uploads/42670/42670.png,445374,17171,25.94
oc-content/uploads/42670/42670_original.png,383329,16951,22.61
oc-content/uploads/42670/42670_thumbnail.png,84835,4760,17.82
oc-content/uploads/42670/42670_preview.png,254890,10948,23.28
oc-content/uploads/49298/49298.png,246904,4861,50.79
oc-content/uploads/49298/49298_thumbnail.png,58136,1946,29.87
oc-content/uploads/49298/49298_original.png,131618,3785,34.77
oc-content/uploads/49298/49298_preview.png,154896,3631,42.66
oc-content/uploads/76445/76445_preview.png,152456,4058,37.57
oc-content/uploads/76445/76445_thumbnail.png,57163,2224,25.7
oc-content/uploads/76445/76445_original.png,127417,4275,29.81
oc-content/uploads/76445/76445.png,242700,5434,44.66
oc-content/uploads/31382/31382_original.png,271124,8730,31.06
oc-content/uploads/31382/31382_thumbnail.png,70532,2693,26.19
oc-content/uploads/31382/31382_preview.png,198479,5644,35.17
oc-content/uploads/31382/31382.png,330193,8363,39.48
oc-content/uploads/3557/3557_original.png,313636,12158,25.8
oc-content/uploads/3557/3557.png,381852,11864,32.19
oc-content/uploads/3557/3557_thumbnail.png,76150,2981,25.55
oc-content/uploads/3557/3557_preview.png,223580,7543,29.64
oc-content/uploads/30250/30250.png,342379,10271,33.33
oc-content/uploads/30250/30250_preview.png,210392,7395,28.45
oc-content/uploads/30250/30250_original.png,189570,7870,24.09
oc-content/uploads/30250/30250_thumbnail.png,76620,3748,20.44
oc-content/uploads/77597/77597_original.png,189018,6125,30.86
oc-content/uploads/77597/77597.png,339411,8393,40.44
oc-content/uploads/77597/77597_thumbnail.png,75001,3056,24.54
oc-content/uploads/77597/77597_preview.png,207396,5916,35.06
oc-content/uploads/2485/2485_preview.png,188383,5858,32.16
oc-content/uploads/2485/2485_original.png,260212,10677,24.37
oc-content/uploads/2485/2485_thumbnail.png,58592,1240,47.25
oc-content/uploads/2485/2485.png,317878,10043,31.65
oc-content/uploads/6819/6819_thumbnail.png,67350,3078,21.88
oc-content/uploads/6819/6819_preview.png,191900,7170,26.76
oc-content/uploads/6819/6819_original.png,260346,11057,23.55
oc-content/uploads/6819/6819.png,315571,10769,29.3
oc-content/uploads/54715/54715_thumbnail.png,90224,3530,25.56
oc-content/uploads/54715/54715_original.png,461661,30875,14.95
oc-content/uploads/54715/54715.png,558876,29704,18.81
oc-content/uploads/54715/54715_preview.png,333987,14534,22.98
oc-content/uploads/60520/60520_preview.png,219924,10465,21.02
oc-content/uploads/60520/60520.png,360077,15650,23.01
oc-content/uploads/60520/60520_thumbnail.png,77472,4440,17.45
oc-content/uploads/60520/60520_original.png,200048,11726,17.06
oc-content/uploads/81812/81812_thumbnail.png,73174,2250,32.52
oc-content/uploads/81812/81812_original.png,189070,7033,26.88
oc-content/uploads/81812/81812.png,344364,9305,37.01
oc-content/uploads/81812/81812_preview.png,210745,5864,35.94
oc-content/uploads/49862/49862_thumbnail.png,65110,2892,22.51
oc-content/uploads/49862/49862_original.png,258214,9072,28.46
oc-content/uploads/49862/49862_preview.png,183890,6112,30.09
oc-content/uploads/49862/49862.png,309092,8905,34.71
oc-content/uploads/65294/65294_thumbnail.png,92006,5489,16.76
oc-content/uploads/65294/65294.png,477854,18736,25.5
oc-content/uploads/65294/65294_original.png,414221,19036,21.76
oc-content/uploads/65294/65294_preview.png,275501,12307,22.39
oc-content/uploads/22553/22553_original.png,393515,25977,15.15
oc-content/uploads/22553/22553_preview.png,333591,21778,15.32
oc-content/uploads/22553/22553.png,568610,29530,19.26
oc-content/uploads/22553/22553_thumbnail.png,109229,9408,11.61
oc-content/uploads/16766/16766_original.png,29428,1408,20.9
oc-content/uploads/16766/16766_thumbnail.png,11637,769,15.13
oc-content/uploads/16766/16766.png,45257,1716,26.37
oc-content/uploads/16766/16766_preview.png,29387,1268,23.18
oc-content/uploads/31978/31978_thumbnail.png,55797,3354,16.64
oc-content/uploads/31978/31978_preview.png,147736,6576,22.47
oc-content/uploads/31978/31978.png,239226,9490,25.21
oc-content/uploads/31978/31978_original.png,100486,5561,18.07
oc-content/uploads/46016/46016_original.png,106118,4494,23.61
oc-content/uploads/46016/46016_thumbnail.png,63177,2367,26.69
oc-content/uploads/46016/46016_preview.png,164573,4565,36.05
oc-content/uploads/46016/46016.png,261722,6521,40.14
oc-content/uploads/72223/72223.png,417151,20096,20.76
oc-content/uploads/72223/72223_original.png,349676,20391,17.15
oc-content/uploads/72223/72223_preview.png,245107,13777,17.79
oc-content/uploads/72223/72223_thumbnail.png,81497,5269,15.47
oc-content/uploads/7331/7331_preview.png,229271,8165,28.08
oc-content/uploads/7331/7331_original.png,216479,8732,24.79
oc-content/uploads/7331/7331_thumbnail.png,81434,3919,20.78
oc-content/uploads/7331/7331.png,381509,11571,32.97
oc-content/uploads/78719/78719_thumbnail.png,76785,3282,23.4
oc-content/uploads/78719/78719_preview.png,207172,5928,34.95
oc-content/uploads/78719/78719_original.png,185319,5968,31.05
oc-content/uploads/78719/78719.png,336765,7944,42.39
oc-content/uploads/34436/34436_thumbnail.png,87193,5757,15.15
oc-content/uploads/34436/34436_preview.png,268917,15023,17.9
oc-content/uploads/34436/34436_original.png,398864,22685,17.58
oc-content/uploads/34436/34436.png,468093,22014,21.26
oc-content/uploads/50173/50173.png,414392,12494,33.17
oc-content/uploads/50173/50173_original.png,345883,13598,25.44
oc-content/uploads/50173/50173_preview.png,244314,7890,30.97
oc-content/uploads/50173/50173_thumbnail.png,80698,2729,29.57
oc-content/uploads/23481/23481_thumbnail.png,10921,576,18.96
oc-content/uploads/23481/23481_original.png,29996,850,35.29
oc-content/uploads/23481/23481.png,43850,984,44.56
oc-content/uploads/23481/23481_preview.png,27994,814,34.39
oc-content/uploads/64346/64346_original.png,366120,18163,20.16
oc-content/uploads/64346/64346_preview.png,249111,12526,19.89
oc-content/uploads/64346/64346_thumbnail.png,84834,5537,15.32
oc-content/uploads/64346/64346.png,425510,18102,23.51
oc-content/uploads/28069/28069_original.png,323435,13535,23.9
oc-content/uploads/28069/28069.png,384712,13481,28.54
oc-content/uploads/28069/28069_preview.png,224257,9023,24.85
oc-content/uploads/28069/28069_thumbnail.png,77249,4208,18.36
oc-content/uploads/29987/29987_thumbnail.png,72731,3813,19.07
oc-content/uploads/29987/29987.png,317602,11064,28.71
oc-content/uploads/29987/29987_preview.png,196048,7888,24.85
oc-content/uploads/29987/29987_original.png,179592,8347,21.52
oc-content/uploads/8379/8379_original.png,306633,16813,18.24
oc-content/uploads/8379/8379_thumbnail.png,90570,5178,17.49
oc-content/uploads/8379/8379_preview.png,269345,13197,20.41
oc-content/uploads/8379/8379.png,453830,18879,24.04
oc-content/uploads/3791/3791_thumbnail.png,65734,2917,22.53
oc-content/uploads/3791/3791_original.png,259743,8152,31.86
oc-content/uploads/3791/3791_preview.png,186816,5776,32.34
oc-content/uploads/3791/3791.png,312064,8153,38.28
oc-content/uploads/31144/31144_thumbnail.png,59828,2611,22.91
oc-content/uploads/31144/31144_preview.png,157966,5121,30.85
oc-content/uploads/31144/31144_original.png,97894,4519,21.66
oc-content/uploads/31144/31144.png,257614,7508,34.31
oc-content/uploads/76683/76683.png,438190,15260,28.71
oc-content/uploads/76683/76683_thumbnail.png,91879,4733,19.41
oc-content/uploads/76683/76683_original.png,252669,11568,21.84
oc-content/uploads/76683/76683_preview.png,263079,10684,24.62
oc-content/uploads/61634/61634_preview.png,102164,2446,41.77
oc-content/uploads/61634/61634.png,160910,3421,47.04
oc-content/uploads/61634/61634_original.png,76127,2275,33.46
oc-content/uploads/61634/61634_thumbnail.png,40811,1384,29.49
oc-content/uploads/55401/55401_original.png,261108,10542,24.77
oc-content/uploads/55401/55401.png,370578,11886,31.18
oc-content/uploads/55401/55401_preview.png,221777,8587,25.83
oc-content/uploads/55401/55401_thumbnail.png,77439,4145,18.68
